DATE_KEY,LAT_KEY,LON_KEY,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU
2019-12-31,42.44,-70.55,6.753867768595041,0.0245203996704806,2.0372659945945943,35.1947
2020-01-26,42.44,-70.55,5.59702479338843,0.06767569726275523,1.4849223540540541,35.471336
2020-01-29,42.44,-70.55,5.685630385487528,0.14406682477239421,1.5529313332270915,38.759583
2019-08-01,42.26,-70.18,22.243074380165286,0.033241540277189445,1.1556504474576268,32.330708
2020-01-31,42.26,-70.18,6.385999999999999,0.08798295289429559,1.1065863270175438,33.44658
2020-02-01,42.26,-70.18,6.250090909090908,0.056400354608815005,1.1065863270175438,
2020-02-02,42.26,-70.18,6.261297520661158,0.08006247560499327,0.9245746229914531,34.66654
2020-02-03,42.26,-70.18,6.373148760330577,0.0884265231703686,0.9245746229914531,34.66654
2020-02-04,42.26,-70.18,6.4264710743801645,0.06694027188471734,0.9245746229914531,33.421707
2020-02-05,42.26,-70.18,6.542925619834709,0.06514598989960971,0.9245746229914531,39.222164
2020-02-06,42.26,-70.18,6.353791383219955,0.04808326112068371,0.9245746229914531,39.222164
2020-02-07,42.26,-70.18,6.214413223140496,0.03810839802458353,0.9245746229914531,
2020-02-08,42.26,-70.18,6.2686280991735535,0.04669047011971424,0.9245746229914531,
2020-02-09,42.26,-70.18,6.212677685950413,0.05303772242470398,0.9245746229914531,
2020-02-10,42.26,-70.18,6.048959927140255,0.0812157620169883,1.2938664376068376,33.581993
2020-02-11,42.26,-70.18,6.072959183673468,0.06101843983583848,1.4538571223548387,33.581993
2020-02-12,42.26,-70.18,6.182048573163327,0.05080354318352207,1.2938664376068376,31.453432
2020-02-13,42.26,-70.18,6.140454545454546,0.05235456045083416,1.2938664376068376,35.793438
2020-02-14,42.26,-70.18,6.136859504132232,0.061773780845924345,1.2938664376068376,35.793438
2020-02-15,42.26,-70.18,6.105247933884296,0.051662365412358247,1.2938664376068376,32.223072
2020-02-16,42.26,-70.18,5.423495867768595,0.11014535850411512,1.2938664376068376,32.451124
2020-02-17,42.26,-70.18,5.509347107438017,0.10822661410207869,1.2938664376068376,33.657053
2020-02-19,42.26,-70.18,5.988809917355372,0.10290043731685491,1.8839704005128204,
2020-02-24,42.26,-70.18,5.685966942148761,0.10851843161417332,1.8839704005128204,38.180775
2020-02-27,42.26,-70.18,5.415669421487602,0.08229216244576598,2.362177068474576,
2020-02-28,42.26,-70.18,5.284074380165289,0.1064377752492035,2.362177068474576,32.9697105
2020-03-01,42.26,-70.18,5.36237826350941,0.20721064161862057,2.362177068474576,
2020-03-02,42.26,-70.18,5.40897520661157,0.11718361660232225,2.362177068474576,
2020-03-03,42.26,-70.18,5.38065306122449,0.15205262246998563,2.362177068474576,31.384726
2020-03-04,42.26,-70.18,5.587388429752066,0.06280127387243105,2.362177068474576,31.384726
